Date,Open,High,Low,Close,Adj Close,Volume,Revenue,Net Income,EPS,Operating Income,Current Ratio,EBITDA
2020/8/7,11.3125,11.50475,11.0375,11.1995,11.166233,342516000,3866,622,0.03,651,6.09,1055
2020/8/10,11.33425,11.40825,10.8565,11.165,11.131835,427796000,3866,622,0.03,651,6.09,1055
2020/8/11,11.07375,11.13675,10.79575,10.85,10.817774,354512000,3866,622,0.03,651,6.09,1055
2020/8/12,10.99075,11.467,10.95825,11.44025,11.406267,464412000,3866,622,0.03,651,6.09,1055
2020/8/13,11.546,11.72175,11.35575,11.443,11.409009,374460000,3866,622,0.03,651,6.09,1055
2020/8/14,11.53,11.70475,11.4405,11.564,11.52965,366436000,3866,622,0.03,651,6.09,1055
2020/8/17,11.85125,12.40975,11.81725,12.337,12.300354,621300000,3866,622,0.03,651,6.09,1055
2020/8/18,12.45,12.496,12.08625,12.26075,12.224331,503448000,3866,622,0.03,651,6.09,1055
2020/8/19,12.2965,12.315,12.098,12.1385,12.102443,622624000,3866,622,0.03,651,6.09,1055
2020/8/20,11.975,12.375,11.87875,12.141,12.104935,921388000,3866,622,0.03,651,6.09,1055
2020/8/21,12.20175,12.80875,12.19525,12.6835,12.645823,999868000,3866,622,0.03,651,6.09,1055
2020/8/24,12.88375,12.9125,12.5075,12.72025,12.682464,490564000,3866,622,0.03,651,6.09,1055
2020/8/25,12.63075,12.76125,12.57375,12.75,12.712127,289076000,3866,622,0.03,651,6.09,1055
2020/8/26,12.79925,12.8685,12.67775,12.773,12.735059,321244000,3866,622,0.03,651,6.09,1055
2020/8/27,12.7815,12.85,12.5665,12.62825,12.590737,317604000,3866,622,0.03,651,6.09,1055
2020/8/28,12.675,13.148,12.6425,13.14775,13.108695,537160000,3866,622,0.03,651,6.09,1055
2020/8/31,13.18275,13.575,13.03775,13.3745,13.334772,500840000,3866,622,0.03,651,6.09,1055
2020/9/1,13.48,13.99375,13.4365,13.821,13.784068,511316000,3866,622,0.03,651,6.09,1055
2020/9/2,14.70375,14.72675,13.9,14.3465,14.308164,874012000,3866,622,0.03,651,6.09,1055
2020/9/3,13.82875,13.8845,12.87875,13.0155,12.980721,945128000,3866,622,0.03,651,6.09,1055
2020/9/4,12.78375,13.175,11.70475,12.6225,12.588775,1463684000,3866,622,0.03,651,6.09,1055
2020/9/8,11.7345,12.55,11.70425,11.913,11.881166,795728000,3866,622,0.03,651,6.09,1055
2020/9/9,12.4,12.80925,12.23175,12.715,12.681025,736200000,3866,622,0.03,651,6.09,1055
2020/9/10,12.98925,13.06525,12.167,12.31175,12.278852,698684000,3866,622,0.03,651,6.09,1055
2020/9/11,12.4855,12.6525,11.89575,12.1645,12.131994,636928000,3866,622,0.03,651,6.09,1055
2020/9/14,13.081,13.315,12.63125,12.87225,12.837853,1201744000,3866,622,0.03,651,6.09,1055
2020/9/15,13.28,13.29875,12.82775,12.991,12.956286,727556000,3866,622,0.03,651,6.09,1055
2020/9/16,12.95725,13.09275,12.51375,12.5145,12.481058,556384000,3866,622,0.03,651,6.09,1055
2020/9/17,12.13225,12.58975,12.03475,12.4635,12.430197,792512000,3866,622,0.03,651,6.09,1055
2020/9/18,12.59375,12.6325,11.98875,12.18925,12.156676,698460000,3866,622,0.03,651,6.09,1055
2020/9/21,11.925,12.5225,11.9045,12.51725,12.483802,721044000,3866,622,0.03,651,6.09,1055
2020/9/22,12.575,12.648,12.1555,12.63775,12.60398,646452000,3866,622,0.03,651,6.09,1055
2020/9/23,12.5755,12.727,12.07925,12.12375,12.091354,647012000,3866,622,0.03,651,6.09,1055
2020/9/24,12.07225,12.5695,12.014,12.348,12.315003,731240000,3866,622,0.03,651,6.09,1055
2020/9/25,12.4475,12.8835,12.24575,12.87375,12.839349,588016000,3866,622,0.03,651,6.09,1055
2020/9/28,13.04025,13.05175,12.75,13.035,13.000169,573808000,3866,622,0.03,651,6.09,1055
2020/9/29,12.9375,13.44275,12.93325,13.22575,13.190408,621460000,3866,622,0.03,651,6.09,1055
2020/9/30,13.1575,13.6225,13.15025,13.5305,13.494346,689184000,3866,622,0.03,651,6.09,1055
2020/10/1,13.758,13.76275,13.46075,13.6145,13.578119,525004000,3866,622,0.03,651,6.09,1055
2020/10/2,13.225,13.5195,13.051,13.06225,13.027346,552496000,3866,622,0.03,651,6.09,1055
2020/10/5,13.236,13.64425,13.22275,13.6425,13.606046,479820000,3866,622,0.03,651,6.09,1055
2020/10/6,13.83,14.142,13.665,13.7365,13.699794,784420000,3866,622,0.03,651,6.09,1055
2020/10/7,13.99975,14.11925,13.8635,13.964,13.926686,418084000,3866,622,0.03,651,6.09,1055
2020/10/8,14.075,14.0845,13.758,13.83875,13.801772,378900000,3866,622,0.03,651,6.09,1055
2020/10/9,13.767,13.82425,13.66075,13.76275,13.725974,346892000,3866,622,0.03,651,6.09,1055
2020/10/12,13.9895,14.347,13.9125,14.226,14.187988,434744000,3866,622,0.03,651,6.09,1055
2020/10/13,14.2965,14.3485,14.01875,14.24825,14.210177,344604000,3866,622,0.03,651,6.09,1055
2020/10/14,14.2905,14.34275,13.96,14.09525,14.057587,276100000,3866,622,0.03,651,6.09,1055
2020/10/15,13.81075,14.00575,13.76775,13.97,13.932673,267224000,3866,622,0.03,651,6.09,1055
2020/10/16,14.03675,14.1215,13.7925,13.8115,13.774592,242392000,3866,622,0.03,651,6.09,1055
2020/10/19,13.903,13.9835,13.40675,13.49775,13.461683,298068000,3866,622,0.03,651,6.09,1055
2020/10/20,13.5835,13.79975,13.507,13.6455,13.609038,229212000,3866,622,0.03,651,6.09,1055
2020/10/21,13.625,13.7915,13.4775,13.52475,13.488609,219596000,3866,622,0.03,651,6.09,1055
2020/10/22,13.5225,13.61175,13.23175,13.361,13.325298,290480000,3866,622,0.03,651,6.09,1055
2020/10/23,13.45,13.59325,13.29125,13.59025,13.553932,233484000,3866,622,0.03,651,6.09,1055
2020/10/26,13.427,13.69275,13.0385,13.14125,13.106134,336896000,3866,622,0.03,651,6.09,1055
2020/10/27,13.306,13.442,13.1915,13.39675,13.360952,250520000,3866,622,0.03,651,6.09,1055
2020/10/28,13.198,13.26,12.609,12.627,12.593259,376520000,3866,622,0.03,651,6.09,1055
2020/10/29,12.8385,13.19275,12.75,13.024,12.989199,320080000,3866,622,0.03,651,6.09,1055
2020/10/30,12.85,12.9365,12.3,12.534,12.500507,416820000,3866,622,0.03,651,6.09,1055
2020/11/2,12.65775,12.83675,12.395,12.58075,12.547133,299652000,4726,1336,0.05,1398,3.92,1697
2020/11/3,12.7085,13.105,12.60275,13.0195,12.984712,272900000,4726,1336,0.05,1398,3.92,1697
2020/11/4,13.38925,13.8275,13.337,13.79425,13.757389,410228000,4726,1336,0.05,1398,3.92,1697
2020/11/5,14.1625,14.339,13.991,14.16,14.122165,319028000,4726,1336,0.05,1398,3.92,1697
2020/11/6,14.10975,14.58875,13.895,14.562,14.523091,383348000,4726,1336,0.05,1398,3.92,1697
2020/11/9,14.5525,14.6915,13.61075,13.63075,13.594326,582976000,4726,1336,0.05,1398,3.92,1697
2020/11/10,13.6065,13.6065,12.62825,12.77,12.735878,644068000,4726,1336,0.05,1398,3.92,1697
2020/11/11,13.05375,13.435,12.94825,13.418,13.382146,404744000,4726,1336,0.05,1398,3.92,1697
2020/11/12,13.479,13.766,13.316,13.45675,13.420793,365812000,4726,1336,0.05,1398,3.92,1697
2020/11/13,13.62725,13.66875,13.05925,13.297,13.261468,346312000,4726,1336,0.05,1398,3.92,1697
2020/11/16,13.1725,13.6495,13.156,13.51525,13.479135,413776000,4726,1336,0.05,1398,3.92,1697
2020/11/17,13.5525,13.59625,13.30375,13.42225,13.386384,312028000,4726,1336,0.05,1398,3.92,1697
2020/11/18,13.46525,13.60575,13.185,13.42875,13.392865,510924000,4726,1336,0.05,1398,3.92,1697
2020/11/19,13.21275,13.4875,13.1,13.44025,13.404337,565936000,4726,1336,0.05,1398,3.92,1697
2020/11/20,13.454,13.4945,13.065,13.08775,13.052779,341088000,4726,1336,0.05,1398,3.92,1697
2020/11/23,13.17125,13.3825,13.0155,13.14,13.104888,361356000,4726,1336,0.05,1398,3.92,1697
2020/11/24,13.1425,13.162,12.885,12.95775,12.923126,346500000,4726,1336,0.05,1398,3.92,1697
2020/11/25,13.0325,13.2695,13.02,13.23475,13.199385,259916000,4726,1336,0.05,1398,3.92,1697
2020/11/27,13.375,13.4075,13.1705,13.26125,13.225816,167276000,4726,1336,0.05,1398,3.92,1697
2020/11/30,13.265,13.4125,12.97225,13.4015,13.36569,286952000,4726,1336,0.05,1398,3.92,1697
2020/12/1,13.49225,13.52875,13.22825,13.39,13.354221,296948000,4726,1336,0.05,1398,3.92,1697
2020/12/2,13.3505,13.6735,13.23425,13.5445,13.508307,283360000,4726,1336,0.05,1398,3.92,1697
2020/12/3,13.5875,13.66,13.329,13.396,13.36415,199520000,4726,1336,0.05,1398,3.92,1697
2020/12/4,13.4485,13.56,13.38875,13.55825,13.526016,202244000,4726,1336,0.05,1398,3.92,1697
2020/12/7,13.60125,13.73125,13.5,13.60675,13.5744,223244000,4726,1336,0.05,1398,3.92,1697
2020/12/8,13.585,13.59875,13.2815,13.35,13.318261,271920000,4726,1336,0.05,1398,3.92,1697
2020/12/9,13.3005,13.414,12.86825,12.93075,12.900007,401300000,4726,1336,0.05,1398,3.92,1697
2020/12/10,12.869,13.06875,12.8495,12.97225,12.941408,207764000,4726,1336,0.05,1398,3.92,1697
2020/12/11,12.96725,13.02,12.823,13.01325,12.982312,209264000,4726,1336,0.05,1398,3.92,1697
2020/12/14,13.088,13.38875,13.0775,13.30875,13.277109,270156000,4726,1336,0.05,1398,3.92,1697
2020/12/15,13.43975,13.464,13.18675,13.3605,13.328736,193016000,4726,1336,0.05,1398,3.92,1697
2020/12/16,13.4225,13.43725,13.2125,13.2425,13.211017,223116000,4726,1336,0.05,1398,3.92,1697
2020/12/17,13.36675,13.3795,13.1785,13.34125,13.309531,231384000,4726,1336,0.05,1398,3.92,1697
2020/12/18,13.379,13.405,13.0705,13.272,13.240448,342064000,4726,1336,0.05,1398,3.92,1697
2020/12/21,13.07475,13.37,12.9675,13.33225,13.300551,302332000,4726,1336,0.05,1398,3.92,1697
2020/12/22,13.31925,13.33725,13.054,13.27825,13.246681,185580000,4726,1336,0.05,1398,3.92,1697
2020/12/23,13.256,13.275,13.005,13.00925,12.978319,179144000,4726,1336,0.05,1398,3.92,1697
2020/12/24,13.03725,13.1325,12.93875,12.99375,12.962856,97884000,4726,1336,0.05,1398,3.92,1697
2020/12/28,13.0625,13.0625,12.76325,12.9,12.869329,212564000,4726,1336,0.05,1398,3.92,1697
2020/12/29,12.925,13.0725,12.84225,12.94325,12.912477,170372000,4726,1336,0.05,1398,3.92,1697
2020/12/30,12.99025,13.21375,12.89675,13.14575,13.114493,225396000,4726,1336,0.05,1398,3.92,1697
2020/12/31,13.1365,13.151,12.915,13.055,13.023962,192424000,4726,1336,0.05,1398,3.92,1697
2021/1/4,13.10425,13.6525,12.9625,13.1135,13.082323,560640000,4726,1336,0.05,1398,3.92,1697
2021/1/5,13.09975,13.4435,13.087,13.40475,13.372879,322760000,4726,1336,0.05,1398,3.92,1697
2021/1/6,13.2225,13.245,12.586,12.6145,12.584511,580424000,4726,1336,0.05,1398,3.92,1697
2021/1/7,12.9675,13.37775,12.8865,13.344,13.312275,461480000,4726,1336,0.05,1398,3.92,1697
2021/1/8,13.3625,13.421,13.042,13.27675,13.245183,292528000,4726,1336,0.05,1398,3.92,1697
2021/1/11,13.41875,13.961,13.3625,13.6215,13.589116,518344000,4726,1336,0.05,1398,3.92,1697
2021/1/12,13.7525,13.7545,13.345,13.48475,13.452691,291476000,4726,1336,0.05,1398,3.92,1697
2021/1/13,13.49,13.625,13.385,13.53175,13.499578,210028000,4726,1336,0.05,1398,3.92,1697
2021/1/14,13.575,13.59975,13.1805,13.20025,13.168866,283120000,4726,1336,0.05,1398,3.92,1697
2021/1/15,13.228,13.32525,12.8485,12.8595,12.828925,277780000,4726,1336,0.05,1398,3.92,1697
2021/1/19,13.01625,13.094,12.844,13.02525,12.994282,226188000,4726,1336,0.05,1398,3.92,1697
2021/1/20,13.11175,13.4305,13.05675,13.36575,13.333973,258572000,4726,1336,0.05,1398,3.92,1697
2021/1/21,13.4185,13.99925,13.253,13.8675,13.83453,337780000,4726,1336,0.05,1398,3.92,1697
2021/1/22,13.74,13.84175,13.62725,13.7125,13.679901,246820000,4726,1336,0.05,1398,3.92,1697
2021/1/25,13.78175,13.8285,13.2365,13.65325,13.620789,251112000,4726,1336,0.05,1398,3.92,1697
2021/1/26,13.5805,13.64475,13.3875,13.43525,13.403309,163980000,4726,1336,0.05,1398,3.92,1697
2021/1/27,13.23,13.23275,12.79375,12.91775,12.887038,371272000,4726,1336,0.05,1398,3.92,1697
2021/1/28,12.99625,13.33975,12.9605,13.051,13.019973,228316000,4726,1336,0.05,1398,3.92,1697
2021/1/29,13.075,13.33475,12.9115,12.98975,12.958867,271552000,4726,1336,0.05,1398,3.92,1697
2021/2/1,13.05325,13.27075,12.90275,13.237,13.205529,217204000,5003,1457,0.06,1507,4.09,1795
2021/2/2,13.39875,13.572,13.2855,13.55675,13.524518,220440000,5003,1457,0.06,1507,4.09,1795
2021/2/3,13.636,13.93175,13.5165,13.5305,13.498331,245408000,5003,1457,0.06,1507,4.09,1795
2021/2/4,13.531,13.6735,13.33775,13.66425,13.631765,201340000,5003,1457,0.06,1507,4.09,1795
2021/2/5,13.725,13.73725,13.54575,13.591,13.558684,169152000,5003,1457,0.06,1507,4.09,1795
2021/2/8,13.72725,14.47375,13.72725,14.43875,14.404424,434624000,5003,1457,0.06,1507,4.09,1795
2021/2/9,14.34075,14.58325,14.2225,14.26325,14.229338,287560000,5003,1457,0.06,1507,4.09,1795
2021/2/10,14.46325,14.905,14.3415,14.76425,14.729147,485352000,5003,1457,0.06,1507,4.09,1795
2021/2/11,14.98025,15.27225,14.925,15.25075,15.21449,450828000,5003,1457,0.06,1507,4.09,1795
2021/2/12,15.05,15.29125,14.775,14.96125,14.925679,374756000,5003,1457,0.06,1507,4.09,1795
2021/2/16,15.06425,15.3725,14.95,15.33025,15.293802,321960000,5003,1457,0.06,1507,4.09,1795
2021/2/17,15.171,15.2235,14.78,14.906,14.870561,274756000,5003,1457,0.06,1507,4.09,1795
2021/2/18,14.729,14.87325,14.575,14.829,14.793744,233868000,5003,1457,0.06,1507,4.09,1795
2021/2/19,15.0245,15.177,14.84675,14.9265,14.891012,271724000,5003,1457,0.06,1507,4.09,1795
2021/2/22,14.77475,15.13325,14.325,14.35575,14.321618,325884000,5003,1457,0.06,1507,4.09,1795
2021/2/23,14.07525,14.23875,13.3895,14.142,14.108378,391780000,5003,1457,0.06,1507,4.09,1795
2021/2/24,14.12275,14.50675,13.756,14.499,14.464528,448320000,5003,1457,0.06,1507,4.09,1795
2021/2/25,14.0455,14.37475,13.21625,13.3075,13.275859,824436000,5003,1457,0.06,1507,4.09,1795
2021/2/26,13.7525,13.8545,13.361,13.7145,13.681893,500932000,5003,1457,0.06,1507,4.09,1795
2021/3/1,13.875,13.925,13.55325,13.84175,13.808842,353184000,5003,1457,0.06,1507,4.09,1795
2021/3/2,13.9,13.9205,13.396,13.40625,13.374376,264116000,5003,1457,0.06,1507,4.09,1795
2021/3/3,13.42625,13.4515,12.79875,12.80475,12.774307,377592000,5003,1457,0.06,1507,4.09,1795
2021/3/4,12.80075,12.975,12.08375,12.37025,12.340839,573344000,5003,1457,0.06,1507,4.09,1795
2021/3/5,12.55,12.55,11.67925,12.4615,12.431873,542840000,5003,1457,0.06,1507,4.09,1795
2021/3/8,12.45,12.47125,11.5665,11.59325,11.565689,543112000,5003,1457,0.06,1507,4.09,1795
2021/3/9,12.13025,12.61675,12.05925,12.52025,12.494794,521824000,5003,1457,0.06,1507,4.09,1795
2021/3/10,12.8405,12.98,12.4575,12.46825,12.442901,384376000,5003,1457,0.06,1507,4.09,1795
2021/3/11,12.95,13.04625,12.7345,12.9935,12.967081,299916000,5003,1457,0.06,1507,4.09,1795
2021/3/12,12.64825,12.88875,12.59,12.856,12.829864,243964000,5003,1457,0.06,1507,4.09,1795
2021/3/15,12.86475,13.20675,12.76725,13.19125,13.164431,221988000,5003,1457,0.06,1507,4.09,1795
2021/3/16,13.3565,13.5125,13.11675,13.29125,13.264227,272128000,5003,1457,0.06,1507,4.09,1795
2021/3/17,13.03975,13.45325,12.9895,13.34125,13.314125,243864000,5003,1457,0.06,1507,4.09,1795
2021/3/18,13.1365,13.184,12.717,12.7225,12.696631,293896000,5003,1457,0.06,1507,4.09,1795
2021/3/19,12.75,12.9215,12.6125,12.84575,12.819633,299208000,5003,1457,0.06,1507,4.09,1795
2021/3/22,12.91275,13.3945,12.90675,13.18625,13.159441,297804000,5003,1457,0.06,1507,4.09,1795
2021/3/23,13.25425,13.3445,13.02125,13.07075,13.044176,222048000,5003,1457,0.06,1507,4.09,1795
2021/3/24,13.15125,13.15925,12.63675,12.643,12.617295,245840000,5003,1457,0.06,1507,4.09,1795
2021/3/25,12.4995,12.71475,12.272,12.53525,12.509765,295144000,5003,1457,0.06,1507,4.09,1795
2021/3/26,12.5545,12.85625,12.3735,12.83925,12.813148,363968000,5003,1457,0.06,1507,4.09,1795
2021/3/29,12.82025,13.0625,12.7,12.94825,12.921925,273520000,5003,1457,0.06,1507,4.09,1795
2021/3/30,12.842,12.97525,12.705,12.87175,12.845581,200204000,5003,1457,0.06,1507,4.09,1795
2021/3/31,13.0155,13.4705,12.9825,13.34825,13.321112,314776000,5003,1457,0.06,1507,4.09,1795
2021/4/1,13.57225,13.87,13.51125,13.81175,13.783669,308276000,5003,1457,0.06,1507,4.09,1795
2021/4/5,13.8675,14.014,13.733,13.9875,13.959061,255672000,5003,1457,0.06,1507,4.09,1795
2021/4/6,13.99975,14.05425,13.7735,13.8615,13.833318,191744000,5003,1457,0.06,1507,4.09,1795
2021/4/7,13.88075,14.2435,13.7115,14.1435,14.114744,251284000,5003,1457,0.06,1507,4.09,1795
2021/4/8,14.25275,14.4715,14.249,14.317,14.287894,244416000,5003,1457,0.06,1507,4.09,1795
2021/4/9,14.214,14.408,14.175,14.4,14.370724,195172000,5003,1457,0.06,1507,4.09,1795
2021/4/12,14.28975,15.3525,14.13925,15.209,15.178077,869324000,5003,1457,0.06,1507,4.09,1795
2021/4/13,15.2315,15.7,15.12575,15.6795,15.647619,676212000,5003,1457,0.06,1507,4.09,1795
2021/4/14,15.625,15.7205,15.2275,15.277,15.24594,385500000,5003,1457,0.06,1507,4.09,1795
2021/4/15,15.6625,16.214251,15.6315,16.137251,16.104439,598480000,5003,1457,0.06,1507,4.09,1795
2021/4/16,16.052999,16.165751,15.86525,15.9125,15.880147,335208000,5003,1457,0.06,1507,4.09,1795
2021/4/19,15.5365,15.8075,15.233,15.36175,15.330517,404420000,5003,1457,0.06,1507,4.09,1795
2021/4/20,15.32325,15.497,14.963,15.17125,15.140406,334132000,5003,1457,0.06,1507,4.09,1795
2021/4/21,15.11875,15.3625,15.10225,15.3605,15.329269,216776000,5003,1457,0.06,1507,4.09,1795
2021/4/22,15.375,15.4385,14.7835,14.85025,14.82006,277788000,5003,1457,0.06,1507,4.09,1795
2021/4/23,14.93425,15.335,14.90025,15.26525,15.234213,227500000,5003,1457,0.06,1507,4.09,1795
2021/4/26,15.185,15.479,15.125,15.478,15.446531,197796000,5003,1457,0.06,1507,4.09,1795
2021/4/27,15.5785,15.6705,15.3545,15.38175,15.350474,164572000,5003,1457,0.06,1507,4.09,1795
2021/4/28,15.3645,15.53225,15.2155,15.27675,15.245689,209416000,5003,1457,0.06,1507,4.09,1795
2021/4/29,15.4,15.4365,15.0715,15.32475,15.293592,173196000,5003,1457,0.06,1507,4.09,1795
2021/4/30,15.1745,15.365,14.997,15.0095,14.978984,201912000,5661,1912,0.08,1956,4.53,2237
2021/5/3,15.125,15.24675,14.7875,14.83675,14.806584,203912000,5661,1912,0.08,1956,4.53,2237
2021/5/4,14.63725,14.6375,14.01025,14.35125,14.322073,405324000,5661,1912,0.08,1956,4.53,2237
2021/5/5,14.709,14.8135,14.3875,14.4585,14.429103,292024000,5661,1912,0.08,1956,4.53,2237
2021/5/6,14.49525,14.57125,14.218,14.523,14.493471,193380000,5661,1912,0.08,1956,4.53,2237
2021/5/7,14.80825,14.97075,14.67175,14.81225,14.782136,229328000,5661,1912,0.08,1956,4.53,2237
2021/5/10,14.78725,14.806,14.25,14.26575,14.236744,268904000,5661,1912,0.08,1956,4.53,2237
2021/5/11,13.825,14.35475,13.75,14.30625,14.277164,285584000,5661,1912,0.08,1956,4.53,2237
2021/5/12,14.0095,14.26025,13.70925,13.7585,13.730526,303408000,5661,1912,0.08,1956,4.53,2237
2021/5/13,14.03375,14.08075,13.459,13.66525,13.637465,285404000,5661,1912,0.08,1956,4.53,2237
2021/5/14,13.89,14.328,13.7485,14.243,14.214043,258616000,5661,1912,0.08,1956,4.53,2237
2021/5/17,14.157,14.16925,13.8535,14.1655,14.1367,216980000,5661,1912,0.08,1956,4.53,2237
2021/5/18,14.267,14.40425,14.004,14.01575,13.987253,186256000,5661,1912,0.08,1956,4.53,2237
2021/5/19,13.5665,14.0795,13.54325,14.06575,14.037151,344000000,5661,1912,0.08,1956,4.53,2237
2021/5/20,14.3025,14.68375,14.2705,14.6125,14.582789,321592000,5661,1912,0.08,1956,4.53,2237
2021/5/21,15.16375,15.222,14.8695,14.99175,14.96127,672992000,5661,1912,0.08,1956,4.53,2237
2021/5/24,15.2125,15.745,15.176,15.612,15.580257,554816000,5661,1912,0.08,1956,4.53,2237
2021/5/25,15.766,15.8185,15.4825,15.64775,15.615934,435408000,5661,1912,0.08,1956,4.53,2237
2021/5/26,15.73425,15.79375,15.58625,15.7,15.668081,370440000,5661,1912,0.08,1956,4.53,2237
2021/5/27,15.69975,15.75,15.46,15.488,15.456511,581476000,5661,1912,0.08,1956,4.53,2237
2021/5/28,15.501,16.2775,15.501,16.244499,16.21147,644536000,5661,1912,0.08,1956,4.53,2237
2021/6/1,16.27,16.38825,15.90325,16.2645,16.231432,472804000,5661,1912,0.08,1956,4.53,2237
2021/6/2,16.252251,16.918751,16.2355,16.77825,16.744133,594168000,5661,1912,0.08,1956,4.53,2237
2021/6/3,16.70075,17.259001,16.583,16.969749,16.935249,580008000,5661,1912,0.08,1956,4.53,2237
2021/6/4,17.112499,17.660999,17.095501,17.578251,17.542513,617120000,5661,1912,0.08,1956,4.53,2237
2021/6/7,17.571251,17.8125,17.192751,17.618999,17.583179,575756000,5661,1912,0.08,1956,4.53,2237
2021/6/8,17.52725,17.6215,17.250999,17.457001,17.421509,323848000,5661,1912,0.08,1956,4.53,2237
2021/6/9,17.515751,17.575001,17.255751,17.35825,17.326925,381656000,5661,1912,0.08,1956,4.53,2237
2021/6/10,17.35,17.492001,17.176001,17.424999,17.393555,287772000,5661,1912,0.08,1956,4.53,2237
2021/6/11,17.4795,17.939251,17.44375,17.825251,17.793089,416308000,5661,1912,0.08,1956,4.53,2237
2021/6/14,17.906,18.039499,17.66275,18.018749,17.986235,321376000,5661,1912,0.08,1956,4.53,2237
2021/6/15,17.915001,18.016251,17.728001,17.7885,17.756403,243032000,5661,1912,0.08,1956,4.53,2237
2021/6/16,17.790751,17.95475,17.584499,17.810249,17.778112,307124000,5661,1912,0.08,1956,4.53,2237
2021/6/17,17.7745,18.834999,17.75625,18.657249,18.623581,809656000,5661,1912,0.08,1956,4.53,2237
2021/6/18,18.784,19.375,18.584,18.63875,18.605124,968856000,5661,1912,0.08,1956,4.53,2237
2021/6/21,18.435249,18.536501,17.82275,18.42725,18.393997,672384000,5661,1912,0.08,1956,4.53,2237
2021/6/22,18.4715,18.963751,18.386,18.886749,18.852669,580144000,5661,1912,0.08,1956,4.53,2237
2021/6/23,19.00775,19.15275,18.907749,19.057249,19.02286,332356000,5661,1912,0.08,1956,4.53,2237
2021/6/24,19.227751,19.42,19.088249,19.2055,19.170845,320924000,5661,1912,0.08,1956,4.53,2237
2021/6/25,19.2805,19.345501,18.894501,19.031,18.99666,278364000,5661,1912,0.08,1956,4.53,2237
2021/6/28,19.36125,20.078751,19.319,19.985001,19.948938,495436000,5661,1912,0.08,1956,4.53,2237
2021/6/29,19.8825,20.098749,19.657,20.026751,19.990614,367632000,5661,1912,0.08,1956,4.53,2237
2021/6/30,19.99925,20.1625,19.86375,20.002501,19.96641,326568000,5661,1912,0.08,1956,4.53,2237
2021/7/1,20.125,20.455999,20.018999,20.212,20.175529,480136000,5661,1912,0.08,1956,4.53,2237
2021/7/2,20.44025,20.505251,20.28775,20.487,20.450033,342764000,5661,1912,0.08,1956,4.53,2237
2021/7/6,20.737499,20.841999,20.35025,20.6985,20.66115,446708000,5661,1912,0.08,1956,4.53,2237
2021/7/7,20.8535,20.875,20.332001,20.37175,20.334991,418428000,5661,1912,0.08,1956,4.53,2237
2021/7/8,19.856501,20.132999,19.70075,19.90275,19.866838,503300000,5661,1912,0.08,1956,4.53,2237
2021/7/9,19.9625,20.08025,19.75425,20.050249,20.014072,296624000,5661,1912,0.08,1956,4.53,2237
2021/7/12,20.24,20.532749,20.18775,20.512501,20.475487,321984000,5661,1912,0.08,1956,4.53,2237
2021/7/13,20.400499,20.46125,20.114,20.25,20.213457,290708000,5661,1912,0.08,1956,4.53,2237
2021/7/14,20.35775,20.417749,19.75275,19.841499,19.805695,380100000,5661,1912,0.08,1956,4.53,2237
2021/7/15,19.81175,19.847,18.8585,18.966249,18.932026,550564000,5661,1912,0.08,1956,4.53,2237
2021/7/16,19.0305,19.157,18.073,18.160999,18.128225,688224000,5661,1912,0.08,1956,4.53,2237
2021/7/19,17.915251,19.042,17.865499,18.779751,18.745865,749060000,5661,1912,0.08,1956,4.53,2237
2021/7/20,18.73,18.837999,18.164,18.612,18.578413,434687000,5661,1912,0.08,1956,4.53,2237
2021/7/21,18.882,19.527,18.742001,19.41,19.374975,371017000,5661,1912,0.08,1956,4.53,2237
2021/7/22,19.642,19.886999,19.275999,19.594,19.558645,323826000,5661,1912,0.08,1956,4.53,2237
2021/7/23,19.656,19.700001,19.25,19.558001,19.522711,195672000,5661,1912,0.08,1956,4.53,2237
2021/7/26,19.311001,19.441999,18.914,19.294001,19.259184,203943000,5661,1912,0.08,1956,4.53,2237
2021/7/27,19.264999,19.622,18.740999,19.208,19.173344,248863000,5661,1912,0.08,1956,4.53,2237
2021/7/28,19.319,19.646,18.995001,19.503,19.467808,202191000,5661,1912,0.08,1956,4.53,2237
2021/7/29,19.518999,19.853001,19.327999,19.662001,19.62652,190781000,5661,1912,0.08,1956,4.53,2237
2021/7/30,19.417999,19.629999,19.263,19.499001,19.463814,183497000,5661,1912,0.08,1956,4.53,2237
2021/8/2,19.700001,19.961,19.361,19.75,19.714359,217444000,6507,2374,0.09,2444,5.8,2730
2021/8/3,19.74,20.222,19.219999,19.815001,19.779247,301811000,6507,2374,0.09,2444,5.8,2730
2021/8/4,19.99,20.318001,19.827999,20.274,20.237415,231309000,6507,2374,0.09,2444,5.8,2730
2021/8/5,20.5,20.733,20.341999,20.636999,20.599756,211435000,6507,2374,0.09,2444,5.8,2730
2021/8/6,20.524,20.57,20.209999,20.365999,20.329248,178497000,6507,2374,0.09,2444,5.8,2730
2021/8/9,20.445999,20.507999,20.143,20.295,20.258375,146443000,6507,2374,0.09,2444,5.8,2730
2021/8/10,20.322001,20.43,19.834999,19.936001,19.900026,179238000,6507,2374,0.09,2444,5.8,2730
2021/8/11,20.042999,20.049,19.43,19.698999,19.663454,185925000,6507,2374,0.09,2444,5.8,2730
2021/8/12,19.870001,20.028999,19.620001,19.905001,19.869081,151652000,6507,2374,0.09,2444,5.8,2730
